Index,GHC,Measurement
1,510184,3743.17503
2,510184,1932.774067
3,510184,4105.607986
4,510184,4073.256969
5,510184,3704.645157
6,510184,4158.984184
7,510184,1792.466879
8,510184,4070.868015
9,510184,1880.872965
10,510184,3733.144999
11,510185,1791.697025
12,510185,4051.571846
13,510186,3628.284931
14,510186,1922.230005
15,510187,3515.460014
16,510187,3397.74394
17,510187,4163.308144
18,510188,1860.630035
19,510188,4186.298132
20,510188,1913.681984
21,510188,3787.760973
22,510188,1819.991827
23,510188,3738.716841
24,510188,4091.810942
25,510188,3614.507198
26,510188,1886.118174
27,510188,1945.731878
28,510188,4037.059069
29,510188,4115.82303
30,510189,3597.438812
31,510189,1953.963041
32,510189,3857.340813
33,510189,3746.636868
34,510189,4125.864029
35,510189,1976.137161
36,510189,1980.327129
37,510189,3616.164923
38,510190,3641.706944
39,510190,4214.427948
40,510190,3622.179985
41,510190,1959.295988
42,510191,3264.665842
43,510191,4106.330156
44,510194,3673.169136
45,510194,3778.120041
46,510195,1864.365816
47,510195,1883.939981
48,510195,4097.416878
49,510195,3981.271982
50,510196,4097.59593
51,510196,1800.594091
52,510196,3696.301937
53,510197,1987.821102
54,510197,3932.768106
55,510197,4077.898026
56,510197,4126.967907
57,510200,1845.325947
58,510200,1993.956089
59,510200,3648.988008
60,510200,3779.19507
61,510200,3864.435911
62,510200,3703.240871
63,510201,3762.833118
64,510201,3700.116158
65,510201,3661.164999
66,510201,4128.093004
67,510201,1905.36809
68,510201,3574.405193
69,510202,4095.931053
70,510202,3663.165808
71,510202,3737.147808
72,510202,3946.48385
73,510202,4194.437027
74,510202,4150.285006
75,510202,3722.43619
76,510202,3633.302927
77,510203,4167.906046
78,510203,3770.196915
79,510203,3631.221056
80,510203,4142.045021
81,510203,1909.641027
82,510203,3759.928942
83,510203,3722.507
84,510203,3666.273117
85,510203,3652.711868
86,510203,3722.564936
87,510203,2058.63595
88,510203,3693.861008
89,510203,3769.765854
90,510203,3774.631977
91,510203,1886.654854
92,510203,3725.162983
93,510204,3628.488064
94,510204,3724.572182
95,510204,3505.000114
96,510204,3702.588081
97,510204,3704.980135
98,510204,4095.692873
99,510204,3713.231087
100,510206,3753.213167
101,510206,1922.430992
102,510206,4126.293898
103,510206,3692.559958
104,510207,3697.359085
105,510207,4140.495777
106,510207,4229.681015
107,510207,3750.792027
108,510207,1885.86998
109,510207,4087.713003
110,510207,3835.583925
111,510207,4053.69997
112,510207,4124.095201
113,510207,4094.381809
114,510207,1891.000986
115,510207,3567.950964
116,510207,3510.378122
117,510207,1883.084059
118,510207,3780.520916
119,510207,3698.554993
120,510208,3855.165958
121,510208,3660.758018
122,510208,1837.30197
123,510208,1946.913004
124,510208,2057.927847
125,510208,2002.640963
126,510208,4080.921888
127,510208,1910.113096
128,510208,1887.454033
129,510208,4098.39797
130,510208,1992.10906
131,510208,3733.145952
132,510208,3482.468843
133,510209,3577.980995
134,510209,1903.045893
135,510209,4125.914097
136,510209,1918.885946
137,510211,3612.359047
138,510211,1926.663876
139,510211,1992.156982
140,510211,4098.603964
141,510211,3753.982067
142,510211,4121.27614
143,510211,3551.344156
144,510211,4114.528894
145,510211,3636.132956
146,510211,4005.981922
147,510215,2102.04196
148,510215,3762.527943
149,510215,4077.744961
150,510215,3731.365919
151,510215,2095.337868
152,510215,2067.420959
153,510216,4091.75086
154,510216,1959.845066
155,510216,4076.170921
156,510216,4228.811979
157,510219,1920.167923
158,510219,3752.056122
159,510220,3866.246939
160,510220,3697.242022
161,510220,3639.36305
162,510220,3487.496138
163,510220,3423.291922
164,510220,4165.304184
165,510220,4179.276943
166,510220,1903.069019
167,510220,4105.722904
168,510221,3743.59107
169,510221,1843.434811
170,510224,3283.175945
171,510224,3882.61199
172,510227,3753.115892
173,510227,1903.902054
174,510227,3770.393133
175,510227,4128.571033
176,510228,3637.962103
177,510228,2047.883034
178,510228,3316.659927
179,510228,4028.791904
180,510229,1910.645008
181,510229,4112.37216
182,510229,3577.785015
183,510229,3748.680115
184,510229,3789.633036
185,510229,3516.703129
186,510229,3716.965199
187,510229,4179.800987
188,510229,3709.799051
189,510229,4036.653042
190,510229,3883.193016
191,510229,3766.51001
192,510229,3725.76189
193,510229,3725.635052
194,510230,4237.938881
195,510230,3688.961029
196,510230,1938.992023
197,510230,4106.852055
198,510230,4190.325975
199,510230,3842.648029
200,510231,4199.860096
201,510231,4225.212097
202,510231,3678.297997
203,510231,3610.599995
204,510231,1962.039948
205,510231,3981.639147
206,510232,4096.308947
207,510232,3738.424063
208,510232,3382.499933
209,510232,4081.725121
210,510232,3735.944986
211,510232,3506.983042
212,510233,4140.33699
213,510233,4190.505981
214,510234,1867.063046
215,510234,3758.831978
216,510235,4003.305912
217,510235,3750.335932
218,510236,4058.514118
219,510236,4192.107916
220,510236,3806.672096
221,510237,1855.035067
222,510244,1946.731091
223,510244,1879.413843
224,510244,3683.861971
225,510244,4197.788954
226,510245,4119.402885
227,510245,3693.876982
228,510245,4096.777916
229,510245,4081.566095
230,510248,3504.841089
231,510248,3834.501028
232,510248,4105.882168
233,510248,4117.184877
234,510248,1930.539131
235,510248,4226.868868
236,510248,1902.318954
