Index,GHC,Measurement
1,510265,166.1331654
2,510265,157.4180126
3,510266,161.164999
4,510266,158.4560871
5,510269,159.334898
6,510269,162.1279716
7,510269,159.5799923
8,510269,156.7978859
9,510269,158.041954
10,510269,158.3619118
11,510269,164.9820805
12,510269,156.8930149
13,510269,158.9310169
14,510269,160.6760025
15,510269,157.8919888
16,510270,158.9448452
17,510270,157.2010517
18,510274,161.5948677
19,510274,162.3461246
20,510275,159.263134
21,510275,159.1579914
22,510275,157.886982
23,510275,160.4859829
24,510275,156.8450928
25,510275,162.0788574
26,510275,158.3359241
27,510275,157.3660374
28,510276,159.0199471
29,510277,161.1201763
30,510277,159.1761112
31,510277,161.4561081
32,510277,160.2249146
33,510277,162.1310711
34,510277,157.6359272
35,510277,158.8180065
36,510277,162.7109051
37,510277,156.9070816
38,510277,160.0420475
39,510277,156.6691399
40,510278,158.0920219
41,510278,160.4280472
42,510278,160.5098248
43,510278,157.4659348
44,510278,158.6868763
45,510279,160.20298
46,510279,164.1540527
47,510280,160.2981091
48,510280,157.6640606
49,510282,158.4999561
50,510282,157.1090221
51,510283,157.5498581
52,510283,159.7709656
53,510283,160.3729725
54,510283,158.2109928
55,510283,160.7630253
56,510284,161.5769863
57,510284,158.1120491
58,510286,158.7328911
59,510286,159.3577862
60,510286,159.2888832
61,510288,161.6258621
62,510288,156.8419933
63,510289,158.3659649
64,510289,160.6659889
65,510294,158.6840153
66,510294,162.1310711
67,510295,157.5601101
68,510295,160.0809097
69,510295,161.5738869
70,510295,156.8109989
71,510296,161.6158485
72,510296,168.3719158
73,510297,162.5487804
74,510297,162.2369289
75,510298,157.7949524
76,510298,159.4569683
77,510298,165.4589176
78,510298,158.7231159
79,510298,159.3251228
80,510298,163.5220051
81,510298,161.8320942
82,510298,161.8490219
83,510300,160.1090431
84,510300,159.1238976
85,510303,165.3060913
86,510303,163.2239819
87,510304,160.8128548
88,510307,160.8860493
89,510307,161.8359089
90,510307,158.3750248
91,510307,161.3712311
92,510307,157.9501629
93,510307,159.1398716
94,510310,162.5249386
95,510310,161.0989571
96,510310,166.5670872
97,510310,161.0081196
98,510310,157.5450897
99,510310,160.3419781
100,510310,167.9039001
101,510310,164.3941402
102,510310,164.8640633
103,510310,166.1601067
104,510310,160.8908176
105,510310,160.4828835
106,510310,161.1509323
107,510310,160.6538296
108,510310,159.7890854
109,510310,161.6168022
110,510310,163.5258198
111,510310,161.3721848
112,510310,162.9090309
113,510310,161.9739532
114,510310,159.8501205
115,510310,159.7261429
116,510310,161.6871357
117,510310,167.8900719
118,510310,161.1320972
119,510310,159.9569321
120,510310,167.0091152
121,510313,166.2249565
122,510313,160.1808071
123,510313,163.1498337
124,510313,160.9778404
125,510313,160.4411602
126,510313,159.80196
127,510313,157.7539444
128,510313,160.4771614
129,510313,160.4068279
130,510313,160.9699726
131,510313,161.5538597
132,510313,161.6020203
133,510313,159.1329575
134,510313,159.4510078
135,510313,160.6900692
136,510313,161.9288921
137,510314,164.3538475
138,510314,164.1628742
139,510314,161.52215
140,510314,160.2618694
141,510314,156.6231251
142,510314,164.8921967
143,510314,160.1331234
144,510314,164.8199558
145,510314,159.5730782
146,510314,158.2300663
147,510314,156.3839912
148,510314,159.1229439
149,510314,164.9069786
150,510314,160.9289646
151,510314,160.8021259
152,510314,160.7358456
153,510314,160.3848934
154,510314,160.5260372
155,510314,159.6419811
156,510315,174.7510433
157,510315,174.4141579
158,510315,176.3629913
159,510315,177.0019531
160,510315,174.7658253
161,510315,175.880909
162,510315,176.2831211
163,510315,175.4949093
164,510316,173.0399132
165,510316,174.077034
166,510316,174.227953
167,510316,175.5709648
168,510316,175.0741005
169,510316,172.5051403
170,510316,177.1969795
171,510316,177.4191856
172,510316,174.5688915
173,510316,177.3340702
174,510317,174.7889519
175,510317,174.227953
176,510317,177.8798103
177,510317,176.3799191
178,510318,175.2409935
179,510318,175.4791737
180,510318,172.9848385
181,510318,175.1708984
182,510318,173.7658978
183,510318,170.3019142
184,510318,173.4418869
185,510318,178.4338951
186,510318,174.9289036
187,510318,174.1430759
188,510318,173.7561226
189,510318,174.9660969
190,510320,174.5378971
191,510320,171.2729931
192,510320,176.6519547
193,510320,177.0789623
194,510320,174.8268604
195,510320,172.3301411
196,510320,175.1410961
197,510320,175.1589775
198,510320,172.618866
199,510320,172.935009
200,510320,173.9311218
201,510320,175.137043
202,510320,174.6628284
203,510321,172.7230549
204,510321,171.4370251
205,510322,173.8681793
206,510322,179.4538498
207,510322,172.4319458
208,510322,174.0660667
209,510322,179.9061298
210,510322,173.2978821
211,510322,175.6539345
212,510322,177.2069931
213,510323,173.5229492
214,510323,176.0911942
215,510323,173.3160019
216,510323,175.796032
217,510323,176.3300896
218,510323,177.0739555
219,510323,173.5811234
220,510323,175.866127
221,510323,175.0378609
222,510323,173.9420891
223,510323,180.9530258
224,510323,174.3731499
225,510323,174.6151447
226,510323,176.3758659
227,510323,175.1689911
228,510323,175.1668453
229,510324,173.2039452
230,510324,173.3961105
231,510324,174.5090485
232,510324,173.6781597
233,510324,173.5970974
234,510324,175.7199764
235,510324,170.3670025
236,510324,171.6680527
237,510324,175.8348942
238,510324,176.5899658
239,510324,175.770998
240,510324,172.7018356
241,510326,171.1220741
