Index,GHC,Measurement
1,527878,176
2,527878,181
3,527878,174
4,527878,174
5,527878,175
6,527878,175
7,527878,177
8,527878,256
9,527878,172
10,527878,173
11,527878,174
12,527878,239
13,527879,179
14,527880,178
15,527882,244
16,527883,226
17,527883,180
18,527884,243
19,527885,178
20,527885,174
21,527885,191
22,527885,177
23,527888,200
24,527888,248
25,527888,174
26,527888,172
27,527888,176
28,527888,247
29,527888,174
30,527888,211
31,527888,174
32,527888,173
33,527890,178
34,527890,173
35,527891,173
36,527891,187
37,527892,253
38,527892,176
39,527892,176
40,527893,180
41,527893,178
42,527894,176
43,527894,174
44,527894,177
45,527895,178
46,527895,249
47,527895,176
48,527896,170
49,527896,249
50,527896,175
51,527896,171
52,527896,200
53,527896,167
54,527897,170
55,527897,240
56,527898,174
57,527898,167
58,527901,170
59,527901,173
60,527901,222
61,527901,171
62,527901,168
63,527901,172
64,527902,168
65,527902,242
66,527902,201
67,527903,247
68,527903,170
69,527903,165
70,527903,173
71,527906,250
72,527906,168
73,527907,172
74,527907,248
75,527908,172
76,527908,165
77,527908,250
78,527908,169
79,527908,186
80,527909,243
81,527909,171
82,527910,170
83,527910,248
84,527911,176
85,527911,210
86,527911,176
87,527912,169
88,527912,248
89,527912,166
90,527912,178
91,527912,169
92,527912,168
93,527912,170
94,527912,167
95,527912,170
96,527918,174
97,527918,167
98,527919,172
99,527919,173
100,527919,241
101,527919,174
102,527919,172
103,527919,173
104,527920,178
105,527920,175
106,527920,249
107,527920,248
108,527920,245
109,527924,246
110,527925,170
111,527925,247
112,527925,163
113,527925,169
114,527927,172
115,527927,242
116,527927,166
117,527927,172
118,527927,170
119,527927,172
120,527927,246
121,527927,171
122,527928,170
123,527928,249
124,527928,171
125,527928,170
126,527928,169
127,527928,167
128,527928,239
129,527928,173
130,527928,205
131,527928,170
132,527928,166
133,527928,170
134,527928,163
135,527928,174
136,527928,173
137,527928,170
138,527930,167
139,527930,166
140,527930,170
141,527930,247
142,527930,173
143,527930,249
144,527930,172
145,527930,243
146,527930,170
147,527930,172
148,527930,247
149,527930,238
150,527930,252
151,527930,168
152,527930,170
153,527930,214
154,527930,168
155,527930,175
156,527930,251
157,527930,166
158,527930,171
159,527930,167
160,527930,172
161,527930,250
162,527930,245
163,527930,169
164,527930,174
165,527930,248
166,527930,172
167,527930,244
168,527930,167
169,527930,244
170,527930,247
171,527930,175
172,527930,178
173,527930,168
174,527932,172
175,527932,181
176,527932,173
177,527932,247
178,527932,253
179,527932,169
180,527932,169
181,527936,173
182,527936,170
183,527936,165
184,527938,245
185,527940,170
186,527940,171
187,527941,174
188,527941,167
189,527941,243
190,527941,166
191,527942,169
192,527942,171
193,527943,173
194,527943,179
195,527943,245
196,527943,170
197,527943,173
198,527943,168
199,527943,166
200,527943,227
201,527943,167
202,527943,168
203,527943,249
204,527943,167
205,527944,169
206,527944,173
207,527944,189
208,527945,172
209,527945,243
210,527949,169
211,527950,172
212,527952,169
213,527952,175
214,527952,169
215,527952,172
216,527952,167
217,527952,250
218,527952,248
219,527952,165
220,527955,168
221,527955,171
222,527955,172
223,527955,170
224,527955,176
225,527955,167
226,527955,171
227,527955,172
228,527955,243
229,527955,238
230,527955,169
231,527956,246
232,527956,241
233,527956,211
234,527956,167
235,527956,169
236,527956,240
237,527957,243
238,527957,169
239,527957,168
240,527957,173
241,527957,219
242,527957,205
243,527957,172
244,527957,169
245,527957,171
246,527957,246
247,527958,170
248,527958,170
249,527958,173
250,527958,250
251,527960,197
252,527960,174
253,527960,168
254,527960,169
255,527960,171
256,527960,168
257,527960,169
258,527960,169
259,527960,173
260,527960,173
261,527961,248
262,527961,169
263,527961,169
264,527961,166
265,527961,170
266,527961,231
267,527961,205
268,527961,170
269,527962,172
270,527962,245
271,527962,164
272,527962,171
273,527963,167
274,527963,168
275,527963,243
276,527963,239
277,527963,171
278,527963,169
279,527963,247
280,527963,170
281,527963,242
282,527963,169
283,527963,241
284,527963,244
285,527963,167
286,527963,169
287,527963,166
288,527963,236
289,527964,174
290,527964,198
291,527964,167
292,527964,169
293,527964,168
294,527964,167
295,527964,211
296,527964,245
297,527965,165
298,527965,167
299,527965,170
300,527965,167
301,527965,165
302,527966,173
303,527966,245
304,527966,173
305,527966,165
306,527967,178
307,527967,173
308,527967,246
309,527967,171
310,527968,244
311,527968,171
312,527968,168
313,527968,170
314,527968,249
315,527969,237
316,527969,163
317,527969,172
318,527969,167
319,527969,164
320,527970,244
321,527971,166
322,527971,167
323,527971,171
324,527971,166
325,527971,241
326,527971,242
327,527971,169
328,527971,245
329,527971,172
330,527971,172
331,527971,171
332,527971,164
333,527971,167
334,527971,245
335,527971,246
336,527972,246
337,527973,168
338,527973,173
339,527973,222
340,527974,170
341,527974,170
342,527974,166
343,527974,247
344,527975,171
345,527976,170
346,527976,170
347,527976,168
348,527976,170
349,527976,173
350,527976,174
351,527976,179
352,527976,171
353,527976,245
354,527976,166
355,527976,172
356,527976,171
357,527976,244
358,527976,170
359,527976,165
360,527976,170
361,527976,170
362,527976,177
363,527976,171
364,527976,174
365,527976,174
366,527976,170
367,527976,172
368,527976,169
369,527976,166
370,527976,232
371,527976,170
372,527976,173
373,527976,197
374,527976,239
375,527976,170
376,527976,170
377,527976,174
378,527976,248
379,527977,168
380,527977,171
381,527977,206
382,527977,171
383,527977,172
384,527977,244
385,527977,168
386,527977,171
387,527977,169
388,527977,207
389,527977,168
390,527977,204
391,527977,167
392,527977,172
393,527977,240
394,527977,168
395,527977,167
396,527977,231
397,527977,242
398,527977,167
399,527977,167
400,527977,213
401,527977,167
402,527977,250
403,527977,167
404,527977,212
405,527977,255
406,527977,171
407,527980,170
408,527980,171
409,527980,207
410,527980,173
411,527980,170
412,527980,165
413,527980,243
414,527980,164
415,527980,169
416,527980,170
417,527980,243
418,527980,166
419,527981,170
420,527981,166
421,527981,166
422,527981,243
423,527982,244
424,527982,166
425,527982,168
426,527982,247
427,527982,175
428,527982,245
429,527982,248
430,527982,173
431,527982,175
432,527982,173
433,527982,167
434,527982,245
435,527982,171
436,527982,171
437,527982,172
438,527982,171
439,527984,173
440,527984,233
441,527984,250
442,527984,165
443,527984,178
444,527984,179
445,527985,196
446,527985,175
447,527985,172
448,527989,176
449,527989,175
450,527989,172
451,527990,176
452,527990,175
453,527990,251
454,527990,175
455,527991,174
456,527992,174
457,527992,170
458,527992,245
459,527992,184
460,527992,250
461,527992,245
462,527992,248
463,527992,205
464,527992,209
465,527993,171
466,527993,169
467,527995,170
468,527995,169
469,527995,170
470,527995,248
471,527995,170
472,527995,166
473,527995,165
474,527995,241
475,527996,172
476,527996,168
477,527996,170
478,527996,173
479,527996,171
480,527996,166
481,527996,173
482,527996,168
483,527996,168
484,527996,168
485,527996,171
486,527996,165
487,527996,168
488,527996,169
489,527996,166
490,527996,164
491,527997,169
492,527997,169
493,527997,174
494,527997,247
495,527999,172
496,527999,174
497,527999,164
498,527999,166
499,528000,169
500,528000,245
501,528000,168
502,528000,170
503,528000,169
504,528000,247
505,528000,171
506,528000,170
