Index,GHC,Measurement
1,510462,239
2,510462,239
3,510462,237
4,510462,238
5,510462,239
6,510462,238
7,510462,239
8,510462,240
9,510463,240
10,510463,239
11,510463,237
12,510463,238
13,510464,238
14,510464,238
15,510464,240
16,510464,237
17,510464,238
18,510464,240
19,510464,238
20,510464,240
21,510464,239
22,510464,238
23,510464,238
24,510464,238
25,510464,238
26,510464,237
27,510464,236
28,510464,240
29,510466,240
30,510466,240
31,510466,240
32,510466,238
33,510466,240
34,510466,240
35,510467,238
36,510469,238
37,510469,240
38,510469,236
39,510469,239
40,510469,239
41,510469,237
42,510469,238
43,510469,240
44,510469,239
45,510469,236
46,510470,238
47,510470,236
48,510470,240
49,510470,238
50,510470,238
51,510470,236
52,510470,259
53,510471,262
54,510471,238
55,510471,240
56,510472,238
57,510472,236
58,510472,237
59,510472,239
60,510472,236
61,510472,237
62,510472,239
63,510472,236
64,510472,236
65,510472,236
66,510472,237
67,510472,240
68,510472,256
69,510473,238
70,510473,238
71,510473,238
72,510473,240
73,510473,236
74,510473,240
75,510473,236
76,510473,238
77,510473,239
78,510473,238
79,510473,240
80,510473,239
81,510473,240
82,510474,239
83,510474,239
84,510474,240
85,510474,236
86,510474,239
87,510474,240
88,510475,239
89,510475,237
90,510475,239
91,510475,238
92,510475,240
93,510475,237
94,510475,236
95,510475,238
96,510476,239
97,510478,258
98,510478,240
99,510478,236
100,510478,236
101,510478,236
102,510478,236
103,510478,236
104,510478,237
105,510478,235
106,510479,236
107,510479,238
108,510479,238
109,510479,236
110,510480,236
111,510481,259
112,510481,236
113,510481,236
114,510481,238
115,510481,236
116,510481,239
117,510481,236
118,510481,236
119,510481,237
120,510482,236
121,510482,235
122,510482,236
123,510483,238
124,510484,237
125,510487,235
126,510488,236
127,510489,236
128,510490,236
129,510493,237
130,510498,256
131,510498,236
132,510498,236
133,510498,236
134,510503,236
135,510503,238
136,510503,236
137,510503,237
138,510503,236
139,510503,236
140,510503,236
141,510503,236
142,510505,236
143,510505,236
144,510505,236
145,510505,236
146,510506,260
147,510506,237
148,510506,236
149,510506,236
150,510506,236
151,510506,236
152,510506,238
153,510506,238
154,510507,237
155,510507,238
156,510507,236
157,510507,236
158,510507,236
159,510507,238
160,510507,236
161,510507,236
162,510507,238
163,510507,236
164,510507,237
165,510507,236
166,510507,236
167,510507,236
168,510507,236
169,510507,236
170,510507,238
171,510507,238
172,510507,236
173,510507,264
174,510507,236
175,510507,236
176,510507,236
177,510507,237
178,510507,237
179,510507,237
180,510507,237
181,510507,236
182,510507,236
183,510508,237
184,510508,237
185,510508,239
186,510508,236
187,510508,236
188,510508,238
189,510508,238
190,510508,238
191,510514,237
192,510514,260
193,510514,236
194,510514,236
195,510514,238
196,510514,234
197,510514,236
198,510514,238
199,510515,236
200,510515,237
201,510515,236
202,510515,235
203,510515,236
204,510515,236
205,510516,236
206,510516,237
207,510516,236
208,510516,237
209,510516,237
210,510516,235
211,510516,236
212,510516,235
213,510516,236
214,510516,235
215,510516,234
216,510516,237
217,510516,237
218,510517,236
219,510517,239
220,510518,236
221,510518,238
222,510518,239
223,510518,236
224,510518,237
225,510518,236
226,510519,238
227,510519,237
228,510519,240
229,510519,237
230,510519,237
231,510519,240
232,510519,240
233,510520,237
234,510520,240
235,510520,239
236,510522,237
237,510522,237
238,510523,238
239,510523,237
240,510523,240
241,510523,239
242,510523,240
243,510523,239
244,510524,234
245,510524,238
246,510524,237
247,510524,239
248,510524,236
249,510524,236
250,510524,238
251,510525,238
252,510525,240
253,510525,238
254,510525,237
255,510525,237
256,510527,239
257,510527,237
258,510527,240
259,510527,237
260,510527,237
261,510527,237
262,510529,238
263,510529,238
264,510532,236
265,510532,237
266,510535,237
267,510535,239
268,510535,239
269,510535,240
270,510535,239
271,510538,240
272,510538,240
273,510539,240
274,510539,240
275,510539,240
276,510540,238
277,510540,240
278,510541,240
279,510541,239
