Index,GHC,Measurement
1,510184,181.7871895
2,510184,171.4295635
3,510184,188.1443663
4,510184,176.068346
5,510184,157.5977001
6,510184,277.0590582
7,510184,183.1814737
8,510184,119.9922543
9,510184,92.81369209
10,510184,134.4954729
11,510185,196.6402111
12,510185,107.674304
13,510186,153.2244873
14,510186,197.2464962
15,510187,166.3731909
16,510187,194.5064478
17,510187,181.2831631
18,510187,139.7819195
19,510187,156.1558828
20,510188,152.123518
21,510188,150.538661
22,510188,197.1958961
23,510188,189.4660816
24,510188,141.0531788
25,510188,168.2555399
26,510188,164.1441154
27,510189,210.4168921
28,510189,159.5409155
29,510189,236.1322832
30,510189,145.4235058
31,510190,194.278285
32,510190,140.7474594
33,510190,114.4855089
34,510190,124.8120613
35,510191,169.9438992
36,510191,142.0508223
37,510194,146.2770147
38,510194,152.6496315
39,510195,91.71022701
40,510195,190.2872219
41,510195,175.2539215
42,510195,196.2423506
43,510196,154.1541147
44,510196,128.3065062
45,510196,155.9565744
46,510197,230.5719175
47,510197,176.4018993
48,510200,151.7596626
49,510200,210.4906406
50,510200,184.0222473
51,510201,170.5345984
52,510201,173.6229658
53,510201,189.0069532
54,510201,162.5961113
55,510202,161.7684326
56,510202,140.7714052
57,510202,186.9779797
58,510202,175.9393759
59,510202,198.0907574
60,510202,253.3650608
61,510202,202.0487986
62,510202,201.2457991
63,510203,234.0106449
64,510203,143.0762882
65,510203,157.2328434
66,510203,121.7602139
67,510203,211.5854712
68,510203,126.880434
69,510203,166.6757488
70,510204,156.499999
71,510204,174.0101757
72,510204,102.5691366
73,510204,285.1800756
74,510204,173.6139545
75,510206,195.271863
76,510206,138.7442884
77,510207,174.2395124
78,510207,248.6453228
79,510207,130.3004274
80,510207,141.1678534
81,510207,121.4795389
82,510207,191.7098465
83,510207,151.6388912
84,510207,237.2857752
85,510207,180.9177418
86,510207,164.1030293
87,510208,85.11572647
88,510208,170.6803389
89,510208,172.2220106
90,510208,202.7437344
91,510208,178.8861866
92,510208,246.8382092
93,510208,239.242425
94,510208,171.9806805
95,510208,185.9963264
96,510208,158.4066019
97,510209,178.9809074
98,510209,200.0063028
99,510211,157.2199335
100,510211,203.7770605
101,510211,158.5602283
102,510211,75.12661266
103,510211,186.7266483
104,510211,170.6568079
105,510215,140.9796648
106,510215,144.6949244
107,510215,170.8344641
108,510215,208.0681248
109,510216,129.1621351
110,510216,149.4368114
111,510219,168.4809752
112,510219,181.0102777
113,510220,186.9738865
114,510220,199.3765888
115,510220,117.5639906
116,510220,167.1471615
117,510220,262.8935776
118,510220,176.9109964
119,510220,179.5704832
120,510221,209.7523327
121,510224,224.4616833
122,510224,83.76070976
123,510227,129.1960535
124,510227,168.2045803
125,510228,183.2162447
126,510228,119.6088228
127,510228,142.0356236
128,510228,136.5592756
129,510229,220.217473
130,510229,170.1875629
131,510229,133.4473801
132,510229,147.03899
133,510229,197.1302586
134,510229,126.3520193
135,510229,210.766078
136,510229,194.1393471
137,510229,146.39781
138,510229,148.7853861
139,510230,118.5938358
140,510230,154.2155495
141,510230,147.2746658
142,510231,236.3393793
143,510231,194.7046032
144,510231,186.2249489
145,510231,205.8759499
146,510232,175.349577
147,510232,141.5222321
148,510232,159.1723232
149,510232,184.8719254
150,510232,122.7599001
151,510232,155.8495016
152,510233,202.7105083
153,510233,207.0874138
154,510233,131.6773157
155,510233,159.9217215
156,510234,93.6264782
157,510234,179.5378799
158,510235,162.9383926
159,510235,207.6364946
160,510236,139.1032925
161,510236,159.2703371
162,510236,163.7540083
163,510236,186.8331747
164,510237,225.9458151
165,510244,266.8206425
166,510244,99.38873386
167,510245,181.8474226
168,510245,138.5572958
169,510248,189.920702
170,510248,137.1219578
171,510249,166.6207695
172,510249,42.0354805
173,510249,135.2831764
174,510249,157.0976677
175,510250,137.6490917
176,510250,214.2453356
177,510250,148.9884329
178,510250,192.984828
179,510250,164.2784252
180,510250,209.0763292
181,510250,161.1802006
182,510250,175.3371382
183,510250,162.7633867
184,510250,272.1362305
185,510250,83.90175533
186,510250,204.3291073
187,510250,192.944911
188,510250,152.7926254
189,510250,145.2556992
190,510250,222.4465628
191,510250,209.7331066
192,510250,167.0946236
193,510250,188.0281868
194,510250,166.005868
195,510250,221.7718763
196,510250,206.5285988
197,510250,223.2387619
198,510250,147.7641106
199,510250,106.4343224
200,510251,134.4371748
201,510251,230.6552668
202,510251,162.9903717
203,510251,269.458765
204,510252,199.0723648
205,510252,120.4246035
206,510252,112.2601347
207,510254,196.7642221
208,510254,195.3212671
209,510255,211.1368151
210,510255,283.4368248
211,510255,131.9258223
212,510255,209.3959055
213,510255,164.505456
214,510255,116.0450897
215,510257,208.6344681
216,510257,171.4166355
217,510258,184.2139273
218,510258,121.6977396
219,510258,208.5285215
220,510258,182.7936363
221,510258,128.213357
222,510259,180.9859676
223,510260,169.6538229
224,510260,116.7420731
225,510260,218.8400574
226,510261,157.6488352
227,510261,161.1760235
228,510263,170.5965061
229,510263,199.2303658
230,510265,135.4631681
231,510265,163.0831566
232,510266,152.1774797
233,510269,189.90767
234,510269,115.9570398
235,510269,141.3322229
236,510269,106.880372
237,510269,181.7710075
238,510269,205.0976229
239,510269,148.8135614
240,510269,180.0131187
241,510269,171.8267641
242,510269,136.0771646
243,510269,243.5240393
244,510269,176.8237247
245,510269,113.904047
246,510269,186.1671448
247,510270,189.729825
248,510270,132.070879
249,510274,161.280551
250,510274,175.9263105
251,510275,171.6723289
