Index,GHC,Measurement
1,528219,3121.009111
2,528219,3147.338867
3,528219,3134.0909
4,528219,3147.017956
5,528219,3177.109957
6,528219,3158.812046
7,528219,3154.829025
8,528222,3118.163109
9,528222,3234.412193
10,528222,3185.806036
11,528222,3235.325098
12,528223,3138.313055
13,528223,3095.554829
14,528224,3471.976042
15,528224,3137.691975
16,528224,3151.556015
17,528224,3132.98893
18,528224,3117.793083
19,528224,3079.487085
20,528224,3116.529226
21,528224,3176.040888
22,528225,3123.949051
23,528225,3561.228037
24,528226,3135.826826
25,528226,3115.479946
26,528226,3250.041962
27,528228,3145.943165
28,528228,3150.063038
29,528229,3141.7768
30,528232,3115.659952
31,528232,3122.359037
32,528232,3534.136057
33,528234,3122.32995
34,528234,3400.174141
35,528234,3102.069855
36,528235,3082.174063
37,528235,3158.685923
38,528235,3165.198088
39,528236,3125.58198
40,528236,3177.384138
41,528236,3553.000927
42,528237,3101.270914
43,528237,3152.817011
44,528237,3107.161999
45,528237,3143.070936
46,528237,3103.754044
47,528237,3153.112173
48,528237,3137.805939
49,528237,3119.030952
50,528237,3175.704956
51,528238,3124.288082
52,528238,3141.343832
53,528238,3147.813082
54,528238,3579.263926
55,528239,3118.534088
56,528239,3428.71809
57,528239,3154.830933
58,528239,3143.871069
59,528241,3124.153852
60,528241,3174.237967
61,528242,3102.203846
62,528242,3173.415899
63,528244,3095.849991
64,528244,3173.229933
65,528245,3134.885073
66,528245,3113.538027
67,528245,3137.147188
68,528245,3139.219999
69,528245,3187.21509
70,528245,3128.983021
71,528245,3167.134047
72,528245,3143.19706
73,528247,3116.939783
74,528247,3107.800007
75,528247,3146.952152
76,528247,3132.271051
77,528247,3167.106867
78,528249,3497.04504
79,528249,3179.090977
80,528250,3084.893942
81,528250,3089.151859
82,528250,3156.337976
83,528250,3132.199049
84,528250,3179.759026
85,528250,3163.856983
86,528250,3162.154913
87,528255,3159.136057
88,528255,3167.699814
89,528258,3110.610962
90,528258,3122.885942
91,528258,3149.295092
92,528258,3171.347141
93,528258,3127.818108
94,528258,3188.414097
95,528258,3114.289999
96,528258,3168.158054
97,528258,3160.949945
98,528258,3140.288115
99,528259,3112.908125
100,528259,3140.272856
101,528261,3118.58201
102,528261,3537.369013
103,528261,3155.441999
104,528261,3091.167927
105,528261,3095.526934
106,528261,3134.040117
107,528261,3167.222023
108,528263,3118.353128
109,528263,3126.011848
110,528264,3127.158165
111,528264,3141.183138
112,528266,3117.640972
113,528267,3118.201017
114,528267,3416.605949
115,528267,3237.04505
116,528267,3167.268038
117,528268,3136.054039
118,528268,3135.348082
119,528269,3124.792099
120,528269,3105.173111
121,528270,3161.911964
122,528270,3135.821104
123,528270,3137.361765
124,528270,3154.978037
125,528270,3170.066118
126,528270,3201.684952
127,528270,3240.586042
128,528270,3204.366922
129,528270,3213.125944
130,528270,3122.042894
131,528270,3109.783888
132,528270,3254.513025
133,528270,3148.878098
134,528272,3132.651091
135,528272,3172.422171
136,528273,3368.216991
137,528273,3136.847019
138,528273,3109.372139
139,528273,3182.252884
140,528276,3115.821123
141,528276,3130.993128
142,528276,3135.899067
143,528276,3139.564037
144,528276,3113.115788
145,528276,3120.434046
146,528276,3152.327061
147,528276,3155.311108
148,528276,3183.369875
149,528277,3099.611998
150,528277,3468.262911
151,528277,3095.407963
152,528277,3164.507151
153,528277,3116.292
154,528277,3089.657068
155,528278,3078.058004
156,528278,3137.279034
157,528278,3158.05316
158,528278,3113.829851
159,528278,3094.823122
160,528278,3128.036022
161,528278,3171.36693
162,528278,3095.062017
163,528278,3083.246946
164,528278,3107.379913
165,528278,3130.025864
166,528278,3157.819986
167,528278,3156.964064
168,528278,3149.05405
169,528278,3136.162996
170,528278,3158.527851
171,528278,3237.212896
172,528278,3081.484079
173,528281,3523.944855
174,528281,3363.631964
175,528281,3086.011887
176,528281,3166.930914
177,528281,3163.997889
178,528283,3113.100052
179,528283,3153.783083
180,528285,3136.718988
181,528285,3099.023104
