Index,GHC,Measurement
1,510441,510.82
2,510441,512.42
3,510441,500.62
4,510441,504.6
5,510441,532.8
6,510441,508.38
7,510441,521.64
8,510441,504.78
9,510441,508.6
10,510441,496.38
11,510441,503
12,510441,507.62
13,510441,506.98
14,510441,503.78
15,510442,501.4
16,510448,504
17,510453,508.2
18,510455,502.2
19,510455,512.38
20,510455,505.84
21,510455,494.58
22,510458,497.16
23,510458,502.58
24,510458,507
25,510458,503.4
26,510458,502.2
27,510458,511.2
28,510458,512.8
29,510458,503.4
30,510458,506.4
31,510458,502.82
32,510459,504
33,510459,499.82
34,510460,505
35,510460,512.8
36,510460,508.2
37,510462,502.4
38,510462,501.42
39,510462,506.98
40,510462,507
41,510462,501.82
42,510463,507.58
43,510464,500.18
44,510464,497.4
45,510464,499.18
46,510464,488.2
47,510464,503.6
48,510464,500.18
49,510464,496.94
50,510464,495.4
51,510464,501.2
52,510466,497.96
53,510466,501.58
54,510466,494.8
55,510467,495.22
56,510469,499.18
57,510469,495.8
58,510469,504.22
59,510469,501.2
60,510469,506.2
61,510469,508.38
62,510470,498.4
63,510470,498.78
64,510470,490.22
65,510470,497.98
66,510470,504.02
67,510470,492.2
68,510471,488.2
69,510471,504.2
70,510472,500.6
71,510472,503.58
72,510472,502
73,510472,497.4
74,510472,506
75,510472,494.6
76,510472,502.8
77,510472,494.18
78,510472,506.24
79,510472,494.18
80,510472,490.78
81,510473,493.8
82,510473,505
83,510473,504.8
84,510473,497.42
85,510473,498.38
86,510473,496.8
87,510473,501.6
88,510474,501.78
89,510474,503.02
90,510475,496.02
91,510475,495.38
92,510475,500
93,510475,502.4
94,510475,499.02
95,510475,503.8
96,510476,484.8
97,510478,500.02
98,510478,497.38
99,510478,500.2
100,510478,507.4
101,510478,501.8
102,510479,494.2
103,510479,496
104,510479,493.42
105,510480,504.18
106,510480,500.44
107,510481,496.38
108,510481,502
109,510481,502.82
110,510481,503.2
111,510481,502.8
112,510481,510.8
113,510482,500.64
114,510482,493.4
115,510482,489.4
116,510483,503.8
117,510484,490.4
118,510487,500.2
119,510488,502
120,510489,505.78
121,510490,499.18
122,510493,497.4
123,510498,511
124,510498,500.2
125,510498,496.98
126,510498,491.42
127,510503,507
128,510503,502.6
129,510503,499.58
130,510503,498.22
131,510503,490.2
132,510503,503.8
133,510503,493.4
134,510503,490.78
135,510505,507
136,510505,501.2
137,510505,498
138,510505,496.4
139,510506,500.62
140,510506,505.8
141,510506,496.22
142,510506,493.4
143,510506,498.38
144,510506,496.8
145,510506,495.82
146,510506,496.8
147,510507,491.8
148,510507,492.4
149,510507,497.18
150,510507,493.58
151,510507,498.78
152,510507,496.2
153,510507,497.8
154,510507,496.82
155,510507,509.4
156,510507,496.4
157,510507,507.2
158,510507,506.6
159,510507,490.4
160,510507,507.8
161,510507,495.18
162,510507,495.6
163,510508,501.16
164,510508,502.02
165,510508,500.2
166,510508,505.98
167,510508,500.6
168,510514,497.98
169,510514,501.62
170,510514,501.2
171,510514,493.4
172,510514,491.56
173,510514,498.6
174,510515,506.4
175,510515,493.82
176,510515,497.42
177,510516,502
178,510516,495.42
179,510516,503.6
180,510516,500.8
181,510516,507
182,510516,500.82
183,510516,507.18
184,510516,501.8
185,510516,498.2
186,510517,497.8
187,510518,505.6
188,510518,507.6
189,510518,497
190,510519,511.38
191,510519,528
192,510519,510
193,510519,501.58
194,510519,499.8
195,510520,508.8
196,510520,503.58
197,510520,515.8
198,510522,501.96
199,510523,501.8
200,510523,496.2
201,510523,509
202,510523,500.2
203,510523,495.8
204,510523,512.78
205,510524,504.2
206,510524,502.38
207,510524,501.2
208,510524,495.8
209,510524,500.4
210,510525,504.42
211,510525,498.42
212,510525,495.02
213,510525,505
214,510527,508.02
215,510527,507.6
216,510527,502
217,510527,485
218,510527,496.82
219,510529,495.98
220,510532,502.8
221,510532,505.58
222,510535,499.62
223,510535,500.6
224,510538,501.6
225,510539,494.18
226,510539,490.8
227,510540,502.98
228,510541,506.8
229,510551,504.2
230,510551,487.2
231,510552,494.6
232,510553,493.02
233,510553,499.2
