Index,GHC,Measurement
1,510427,39001
2,510427,38348
3,510427,38819
4,510427,38719
5,510428,38390
6,510428,38739
7,510428,38341
8,510428,38771
9,510429,38560
10,510429,38470
11,510430,38190
12,510432,38739
13,510432,38680
14,510432,38530
15,510432,38610
16,510433,38348
17,510433,38500
18,510433,38310
19,510433,38899
20,510433,38731
21,510433,38691
22,510433,38370
23,510433,38790
24,510434,38609
25,510434,38851
26,510434,38670
27,510434,38750
28,510436,38600
29,510436,38820
30,510436,38581
31,510436,38450
32,510436,38700
33,510436,38721
34,510436,38510
35,510436,38671
36,510436,38410
37,510436,38761
38,510436,38569
39,510436,37781
40,510437,38409
41,510437,38429
42,510437,38409
43,510437,38540
44,510437,38749
45,510437,39149
46,510439,38569
47,510439,38862
48,510440,38700
49,510440,38511
50,510440,38570
51,510440,38812
52,510440,38360
53,510440,38690
54,510440,38640
55,510440,38830
56,510440,38451
57,510440,38870
58,510440,38881
59,510440,38651
60,510441,38680
61,510441,38880
62,510441,38422
63,510441,38630
64,510441,38710
65,510441,38269
66,510441,38711
67,510441,38390
68,510441,38899
69,510441,38431
70,510441,38710
71,510441,38402
72,510441,38341
73,510441,38860
74,510441,38720
75,510441,38850
76,510441,38700
77,510441,38879
78,510441,38920
79,510442,38910
80,510448,38620
81,510448,38839
82,510453,38400
83,510453,38801
84,510455,38718
85,510455,38430
86,510455,38651
87,510455,39259
88,510455,38500
89,510455,39141
90,510455,38701
91,510458,38452
92,510458,38631
93,510458,38650
94,510458,39190
95,510458,38670
96,510458,38350
97,510458,38611
98,510458,38430
99,510458,38869
100,510458,38742
101,510458,38701
102,510458,38510
103,510458,38350
104,510458,38890
105,510458,39242
106,510458,38460
107,510458,38860
108,510458,38951
109,510458,39001
110,510459,38411
111,510459,38780
112,510459,38650
113,510459,38421
114,510460,38561
115,510460,38710
116,510460,38300
117,510460,38399
118,510460,38380
119,510460,38148
120,510462,38811
121,510462,38861
122,510462,38378
123,510462,38681
124,510462,38832
125,510462,38422
126,510462,39250
127,510462,38700
128,510463,38340
129,510463,38711
130,510464,38370
131,510464,38620
132,510464,38521
133,510464,38489
134,510464,38840
135,510464,37921
136,510464,38570
137,510464,38660
138,510464,38580
139,510464,38569
140,510464,38790
141,510464,38630
142,510464,38750
143,510464,38531
144,510464,39000
145,510464,38429
146,510464,38420
147,510464,38170
148,510466,38580
149,510466,38821
150,510466,38910
151,510466,38281
152,510466,38840
153,510466,38141
154,510467,38780
155,510469,38570
