Index,GHC,Measurement
1,528159,1260
2,528159,1230
3,528159,1280
4,528159,1240
5,528159,1180
6,528159,1210
7,528159,1250
8,528159,1200
9,528159,1210
10,528159,1200
11,528159,1210
12,528159,1410
13,528159,1400
14,528159,1210
15,528159,1230
16,528159,1200
17,528159,1210
18,528159,1260
19,528159,1230
20,528159,1260
21,528159,1200
22,528159,1870
23,528159,1210
24,528159,1740
25,528159,1890
26,528159,1250
27,528159,1250
28,528159,1230
29,528159,1250
30,528159,1210
31,528159,1250
32,528159,1160
33,528159,1200
34,528160,1240
35,528160,1220
36,528160,1220
37,528160,1210
38,528160,1200
39,528160,1230
40,528160,1220
41,528160,1190
42,528161,1250
43,528161,1180
44,528163,1240
45,528163,1230
46,528163,1910
47,528163,1180
48,528165,1230
49,528165,1200
50,528165,1230
51,528167,1320
52,528167,1250
53,528167,1200
54,528167,1220
55,528167,1200
56,528167,1900
57,528167,1260
58,528167,1220
59,528167,1190
60,528168,1290
61,528170,1210
62,528170,1220
63,528170,1240
64,528171,1220
65,528171,1260
66,528172,1210
67,528172,1250
68,528172,1210
69,528172,1190
70,528172,1370
71,528172,1260
72,528172,1200
73,528172,1220
74,528172,1200
75,528172,1180
76,528172,1210
77,528172,2020
78,528172,1220
79,528172,1240
80,528173,1230
81,528173,1210
82,528173,1220
83,528173,1210
84,528174,1250
85,528174,1240
86,528174,1260
87,528174,1410
88,528174,1180
89,528174,1230
90,528174,1190
91,528174,1250
92,528174,1240
93,528174,1220
94,528174,1220
95,528174,1240
96,528174,1410
97,528174,1280
98,528174,1190
99,528174,1210
100,528174,1240
101,528178,1250
102,528178,1240
103,528178,1240
104,528178,1240
105,528178,1320
106,528178,1220
107,528178,1190
108,528178,1180
109,528178,1200
110,528178,1250
111,528179,1390
112,528179,1230
113,528179,1220
114,528179,1210
115,528179,1200
116,528179,1160
117,528179,1260
118,528179,1240
119,528179,1160
120,528179,1280
121,528179,1390
122,528179,1220
123,528179,1190
124,528179,1240
125,528179,1180
126,528179,1220
127,528179,1240
128,528179,1220
129,528179,1240
130,528179,1240
131,528180,1210
132,528180,1220
133,528189,1240
134,528189,1260
135,528189,1220
136,528189,1250
137,528191,1210
138,528191,1250
139,528191,1200
140,528191,1260
141,528191,1270
142,528191,1280
143,528191,1190
144,528191,1630
145,528191,1250
146,528192,1200
147,528192,1230
148,528192,1240
149,528192,1270
150,528192,1350
151,528192,1200
152,528192,1190
153,528192,1230
154,528192,1210
155,528192,1210
156,528192,1160
157,528192,1260
158,528192,1210
159,528192,1230
160,528192,1210
161,528192,1240
162,528192,1220
163,528192,1350
164,528192,1200
