Index,GHC,Measurement
1,510182,1145.842
2,510182,1152.993
3,510182,1066.662
4,510182,853.346
5,510182,1382.616
6,510182,1146.702
7,510183,1139.573
8,510183,1264.345
9,510183,934.577
10,510183,1142.497
11,510183,1116.611
12,510183,886.302
13,510183,1127.252
14,510184,1082.868
15,510184,1212.401
16,510184,1231.291
17,510184,1270.623
18,510184,1098.612
19,510184,1053.494
20,510185,1345.597
21,510185,997.142
22,510186,1098.519
23,510187,1103.967
24,510187,1078.159
25,510188,1110.738
26,510188,1415.942
27,510188,1266.273
28,510188,1292.461
29,510188,1124.828
30,510188,1158.591
31,510188,1032.44
32,510188,892.592
33,510189,891.625
34,510189,906.2
35,510189,1280.031
36,510189,1137.977
37,510189,1148.717
38,510190,1172.475
39,510191,1147.439
40,510191,972.422
41,510194,1100.206
42,510194,1147.894
43,510195,1354.736
44,510195,1181.126
45,510195,1698.379
46,510196,915.171
47,510196,855.135
48,510196,928.166
49,510197,1079.424
50,510197,1128.531
51,510197,1119.407
52,510200,1070.654
53,510200,1414.315
54,510200,883.481
55,510201,895.584
56,510201,1089.653
57,510201,1103.268
58,510201,1628.422
59,510202,996.914
60,510202,1060.576
61,510202,1072.828
62,510202,1207.776
63,510202,1028.027
64,510203,1105.382
65,510203,1075.605
66,510203,1068.464
67,510203,1126.593
68,510203,1067.041
69,510203,1112.95
70,510203,1128.473
71,510204,1095.086
72,510204,1141.677
73,510204,1124.226
74,510204,909.086
75,510204,930.957
76,510206,1022.994
77,510207,934.257
78,510207,1061.177
79,510207,1119.36
80,510207,1142.738
81,510207,1143.961
82,510207,1497.216
83,510207,1493.621
84,510207,900.815
85,510207,1114.746
86,510207,907.778
87,510207,1025.127
88,510207,1054.657
89,510207,1124.431
90,510207,1146.733
91,510207,946.765
92,510208,880.651
93,510208,1024.601
94,510208,1045.27
95,510208,1125.15
96,510208,912.071
97,510208,1143.318
98,510208,1139.409
99,510208,1627.883
100,510208,1146.842
101,510208,1285.905
102,510208,1275.274
103,510208,920.428
104,510208,1097.958
105,510208,1094.715
106,510209,1153.422
107,510209,924.215
108,510211,981.814
109,510211,1046.82
110,510211,1042.012
111,510211,1145.934
112,510215,1128.152
113,510215,1109.937
114,510215,915.409
115,510215,1348.925
116,510216,1007.344
117,510216,848.386
118,510219,1154.288
119,510219,1146.118
120,510220,1110.406
121,510220,926.613
122,510220,1158.885
123,510220,931.611
124,510220,1124.265
125,510220,1100.837
126,510220,1112.136
127,510221,905.996
128,510221,1009.034
129,510224,968.007
130,510227,1070.422
131,510228,1154.844
132,510228,1251.669
133,510229,1157.08
134,510229,1213.985
135,510229,1133.081
136,510229,1123.953
137,510229,1024.714
138,510229,1009.519
139,510229,1615.054
140,510229,1168.62
141,510229,1213.878
142,510229,883.269
143,510229,900.763
144,510230,1087.377
145,510230,895.791
146,510231,1152.624
147,510231,851.496
148,510231,1045.157
149,510231,1143.783
150,510232,1602.631
151,510232,1214.738
152,510232,1103.97
153,510232,1032.931
154,510232,1044.418
155,510233,1122.163
156,510233,1083.271
157,510234,1048.483
158,510235,1495.312
159,510235,1145.869
160,510236,1352.589
161,510236,1120.24
162,510236,1141.833
163,510237,1129.766
164,510244,1104.996
165,510244,894.671
166,510245,1057.556
167,510245,1037.993
168,510245,1154.035
169,510245,1326.752
170,510248,1104.64
171,510248,1043.805
172,510249,1469.703
173,510249,1147.981
174,510249,979.083
175,510249,1044.333
176,510250,848.926
177,510250,1275.818
178,510250,1146.42
179,510250,878.015
180,510250,1103.562
181,510250,1063.426
182,510250,911.859
183,510250,1042.474
184,510250,1127.933
185,510250,1101.562
186,510250,1047.992
187,510250,1047.423
188,510250,1106.405
189,510250,862.286
190,510250,1211.81
191,510250,938.8
192,510250,1159.193
193,510250,907.458
194,510250,937.342
195,510250,1032.439
196,510250,1124.462
197,510250,1145.914
198,510251,844.627
199,510251,1030.507
200,510251,1144.571
201,510252,1354.937
202,510252,1204.173
203,510252,1015.206
204,510252,1132.11
205,510254,906.322
206,510254,1061.485
207,510255,1381.113
208,510255,956.607
209,510255,919.416
210,510255,1145.704
211,510257,1114.119
212,510258,1154.426
213,510258,1114.884
214,510258,1146.046
215,510259,1071.726
216,510260,918.941
217,510260,1050.432
218,510261,1293.888
219,510261,1096.602
220,510263,1179.042
221,510263,936.134
222,510265,1066.716
223,510265,1057.058
224,510266,1363.03
225,510266,1308.035
226,510266,933.107
227,510266,1039.655
228,510269,1412.663
229,510269,1022.804
230,510269,1102.789
231,510269,1116.292
232,510269,957.419
233,510269,1107.403
234,510269,925.379
235,510269,1136.855
236,510269,1128.23
237,510269,942.23
238,510269,867.053
239,510269,985.992
240,510270,1286.677
241,510270,1024.751
242,510274,864.115
243,510275,863.766
244,510275,1337.669
245,510275,1418.264
246,510275,922.255
247,510275,1352.048
248,510275,1283.02
249,510275,888.455
250,510275,1314.813
251,510275,1186.579
252,510275,1495.041
253,510275,1017.363
254,510275,1030.699
255,510275,968.336
256,510275,1036.133
257,510276,1091.883
258,510276,1215.537
259,510277,1288.305
260,510277,1105.906
261,510277,1150.046
262,510277,1405.723
263,510277,853.763
264,510277,913.611
265,510277,1105.521
266,510277,1134.793
267,510277,1037.777
268,510277,1050.893
269,510277,925.74
270,510278,936.304
271,510278,1062.048
272,510278,1039.73
273,510278,1146.24
274,510278,1105.316
275,510279,1138.534
276,510280,1130.961
277,510282,1815.535
278,510282,1038.06
279,510282,1214.669
280,510283,1095.355
281,510283,1214.274
282,510283,1071.412
283,510283,991.734
284,510284,1248.353
285,510284,1290.669
286,510286,1169.452
287,510286,902.312
288,510286,1130.697
289,510288,856.409
290,510289,1074.288
291,510294,1105.855
292,510295,929.833
293,510295,1131.174
294,510295,950.591
295,510296,993.877
296,510296,1108.83
297,510297,1076.026
298,510297,935.443
299,510298,937.484
300,510298,1025.855
301,510298,1031.752
302,510298,1053.515
303,510298,931.742
304,510298,1133.528
305,510300,1049.824
306,510300,1145.355
307,510303,1459.374
308,510303,860.936
309,510304,854.84
310,510307,1106.374
311,510307,1153.093
312,510307,900.718
313,510307,940.995
314,510307,1055.192
315,510307,1051.85
316,510307,880.242
317,510310,1635.432
318,510310,1246.866
319,510310,1091.051
320,510310,917.846
321,510310,964.673
322,510310,1029.616
323,510310,1062.626
324,510310,1190.864
325,510310,928.211
326,510310,1088.481
327,510310,1282.415
328,510310,930.337
329,510310,894.807
330,510310,986.566
331,510310,900.84
332,510310,1082.014
333,510310,1149.422
334,510310,978.058
335,510310,960.298
336,510310,1040.794
337,510310,1136.73
338,510313,1238.63
339,510313,1206.073
340,510313,1342.551
341,510313,1051.14
342,510313,1102.867
343,510313,1091.057
344,510313,1216.41
345,510313,1119.101
346,510313,1217.164
347,510313,1097.909
348,510313,1127.804
349,510313,1398.983
350,510314,1097.998
351,510314,1152.397
352,510314,1221.28
353,510314,973.376
354,510314,858.196
355,510314,1065.959
356,510314,1160.662
357,510314,1250.322
358,510315,897.254
359,510316,940.772
360,510316,934.965
361,510317,900.148
362,510318,906.837
363,510318,843.261
364,510318,946.162
365,510318,1146.587
366,510320,1047.226
367,510320,1096.62
368,510320,1082.224
369,510320,1199.693
370,510320,1149.971
371,510320,1146.608
372,510321,1056.139
373,510321,1114.344
374,510322,1364.207
375,510322,1017.909
376,510322,1554.574
377,510322,955.337
378,510322,899.286
379,510323,1027.469
380,510323,937.855
381,510323,1139.865
382,510323,1088.495
383,510323,1227.167
384,510323,891.558
385,510324,1034.942
386,510324,879.491
387,510324,1091.719
388,510324,1046.709
389,510326,1146.002
390,510327,1068.452
391,510327,1123.296
392,510327,1157.1
393,510327,944.15
394,510330,1152.902
395,510332,897.424
396,510332,858.296
397,510332,883.971
398,510332,930.539
399,510332,1031.209
400,510332,866.903
401,510332,1083.295
402,510332,1133.853
403,510336,1351.865
404,510336,1092.647
405,510338,1145.83
406,510338,1281.092
407,510339,1062.507
408,510339,898.722
409,510340,924.642
410,510341,1142.206
411,510341,878.478
412,510341,1131.877
413,510341,1154.474
414,510342,1067.19
415,510342,931.66
416,510342,1146.872
417,510342,852.519
418,510342,1100.029
419,510343,1210.515
420,510344,1001.359
421,510344,1034.038
422,510344,918.37
423,510344,1425.927
424,510344,1048.149
425,510344,1156.377
426,510345,1114.38
427,510345,1123.593
428,510345,880.202
429,510345,1320.231
430,510346,1423.916
431,510346,1358.154
432,510346,974.074
433,510346,930.521
434,510348,1059.074
435,510348,1343.003
436,510349,1145.806
437,510349,917.863
438,510351,1182.099
439,510353,1093.208
440,510356,1156.719
441,510356,897.852
442,510356,1009.952
443,510357,941.019
444,510357,891.415
445,510357,1124.961
446,510357,1312.371
447,510358,1146.967
448,510362,854.85
449,510362,996.049
450,510363,909.336
451,510363,1017.167
452,510367,1115.572
453,510367,1111.015
454,510367,1117.573
455,510367,1195.065
456,510367,1122.909
457,510367,1200.283
458,510367,1010.824
459,510367,1290.897
460,510367,901.265
461,510367,1105.33
462,510367,1223.498
463,510367,879.1
464,510368,911.704
465,510368,1111.142
466,510369,1420.142
467,510369,1077.556
468,510369,890.033
469,510369,1081.086
470,510371,1151.576
471,510371,1029.099
472,510372,1045.857
473,510372,1146.227
474,510373,1158.315
475,510373,888.907
476,510373,1161.605
477,510373,1060.391
478,510373,1025.788
479,510373,1315.396
480,510373,1681.985
481,510373,883.834
482,510373,1143.065
483,510373,1156.064
484,510373,1071.313
485,510373,996.089
486,510373,901.54
487,510373,1098.365
488,510373,951.253
489,510374,1323.827
490,510374,1840.536
491,510374,857.083
492,510374,1076.239
493,510376,1193.834
494,510376,1292.05
495,510378,1002.37
496,510378,1147.428
497,510378,1131.797
498,510379,943.328
499,510379,1117.636
500,510380,1062.766
501,510380,920.436
502,510381,1147.145
503,510381,1490.74
504,510381,1449.147
505,510381,856.513
506,510381,1141.705
507,510381,1221.507
508,510381,1095.005
509,510382,1363.428
510,510382,1284.034
511,510382,1049.041
512,510382,1561.032
