Index,GHC,Measurement
1,526018,2160
2,526036,2210
3,526051,2250
4,526058,2249
5,526068,2270
6,526082,2782
7,526102,2280
8,526127,2230
9,526133,2238
10,526133,2280
11,526138,2211
12,526157,2270
13,526169,2210
14,526174,2239
15,526176,2201
16,526197,2300
17,526216,2240
18,526218,2230
19,526251,2241
20,526271,2279
21,526290,2241
22,526315,2261
23,526337,2271
24,526351,2280
25,526383,2190
26,526420,2269
27,526445,2270
28,526464,2250
29,526469,2271
30,526480,2212
31,526489,2250
32,526511,2241
33,526556,2240
34,526556,2221
35,526562,2280
36,526563,2129
37,526582,2230
38,526600,2250
39,526620,2230
40,526635,2240
41,526650,2270
42,526650,2282
43,526653,2189
44,526659,2191
45,526675,2230
46,526679,2230
47,526705,2291
48,526729,2241
49,526744,2261
50,526748,2270
51,526771,2250
52,526776,2180
53,526780,2220
54,526795,2200
55,526807,2210
56,526817,2189
57,526825,2251
58,526835,2240
59,526848,2191
60,526848,2250
61,526889,2228
62,526891,2201
63,526899,2200
64,526902,2210
65,526924,2240
66,526938,2270
67,526956,2240
68,526959,2179
69,526975,2209
70,526996,2250
71,527012,2209
72,527021,2261
73,527039,2120
74,527040,2071
75,527053,2251
76,527065,2178
77,527075,2159
78,527116,2190
79,527130,2192
80,527149,2271
81,527170,2220
82,527192,2259
83,527205,2261
84,527211,2271
85,527218,2230
86,527230,2270
87,527267,2260
88,527296,2201
89,527297,2201
90,527309,2201
91,527326,2260
92,527340,2270
93,527363,2260
94,527374,2209
95,527380,2249
96,527385,2250
97,527401,2260
98,527416,2271
99,527431,2270
100,527448,2251
101,527455,2218
102,527472,2250
103,527479,2241
104,527488,2199
105,527514,2210
106,527534,2280
107,527545,2221
108,527561,2210
109,527574,2220
110,527582,2231
111,527589,2200
112,527607,2242
113,527617,2280
114,527622,2151
115,527629,2221
116,527630,2141
117,527632,2211
118,527633,2631
119,527645,2572
120,527660,2591
121,527680,2641
122,527688,2630
123,527701,2521
124,527713,2610
125,527717,2591
126,527718,2599
127,527728,2561
128,527746,2611
129,527758,2591
130,527778,2590
131,527797,2541
132,527807,2580
133,527837,2551
134,527837,2627
135,527847,2559
136,527852,2570
137,527853,2590
138,527862,2600
139,527862,2590
140,527882,2630
141,527912,2550
142,527924,2640
143,527930,2601
144,527944,2629
145,527955,2590
146,527965,2578
147,527976,2670
148,527991,2620
149,528000,2561
150,528000,2670
151,528002,2590
152,528052,2600
153,528066,2630
154,528083,2570
155,528088,2580
156,528096,2530
157,528107,2519
158,528122,2591
159,528134,2649
160,528155,2600
161,528159,2570
162,528170,2589
163,528179,2530
164,528198,2580
165,528219,2542
166,528234,2630
167,528236,2559
168,528237,2609
169,528250,2551
170,528266,2639
171,528276,2581
172,528281,2611
173,528300,2589
174,528306,2649
175,528307,2610
176,528317,2641
177,528332,2620
178,528357,2600
