Index,GHC,Measurement
1,510184,1082.868
2,510184,1212.401
3,510184,1231.291
4,510184,1270.623
5,510184,1098.612
6,510184,1053.494
7,510185,1345.597
8,510185,997.142
9,510186,1098.519
10,510187,1103.967
11,510187,1078.159
12,510188,1110.738
13,510188,1415.942
14,510188,1266.273
15,510188,1292.461
16,510188,1124.828
17,510188,1158.591
18,510188,1032.44
19,510188,892.592
20,510189,891.625
21,510189,906.2
22,510189,1280.031
23,510189,1137.977
24,510189,1148.717
25,510190,1172.475
26,510191,1147.439
27,510191,972.422
28,510194,1100.206
29,510194,1147.894
30,510195,1354.736
31,510195,1181.126
32,510195,1698.379
33,510196,915.171
34,510196,855.135
35,510196,928.166
36,510197,1079.424
37,510197,1128.531
38,510197,1119.407
39,510200,1070.654
40,510200,1414.315
41,510200,883.481
42,510201,895.584
43,510201,1089.653
44,510201,1103.268
45,510201,1628.422
46,510202,996.914
47,510202,1060.576
48,510202,1072.828
49,510202,1207.776
50,510202,1028.027
51,510203,1105.382
52,510203,1075.605
53,510203,1068.464
54,510203,1126.593
55,510203,1067.041
56,510203,1112.95
57,510203,1128.473
58,510204,1095.086
59,510204,1141.677
60,510204,1124.226
61,510204,909.086
62,510204,930.957
63,510206,1022.994
64,510207,934.257
65,510207,1061.177
66,510207,1119.36
67,510207,1142.738
68,510207,1143.961
69,510207,1497.216
70,510207,1493.621
71,510207,900.815
72,510207,1114.746
73,510207,907.778
74,510207,1025.127
75,510207,1054.657
76,510207,1124.431
77,510207,1146.733
78,510207,946.765
79,510208,880.651
80,510208,1024.601
81,510208,1045.27
82,510208,1125.15
83,510208,912.071
84,510208,1143.318
85,510208,1139.409
86,510208,1627.883
87,510208,1146.842
88,510208,1285.905
89,510208,1275.274
90,510208,920.428
91,510208,1097.958
92,510208,1094.715
93,510209,1153.422
94,510209,924.215
95,510211,981.814
96,510211,1046.82
97,510211,1042.012
98,510211,1145.934
99,510215,1128.152
100,510215,1109.937
101,510215,915.409
102,510215,1348.925
103,510216,1007.344
104,510216,848.386
105,510219,1154.288
106,510219,1146.118
107,510220,1110.406
108,510220,926.613
109,510220,1158.885
110,510220,931.611
111,510220,1124.265
112,510220,1100.837
113,510220,1112.136
114,510221,905.996
115,510221,1009.034
116,510224,968.007
117,510227,1070.422
118,510228,1154.844
119,510228,1251.669
120,510229,1157.08
121,510229,1213.985
122,510229,1133.081
123,510229,1123.953
124,510229,1024.714
125,510229,1009.519
126,510229,1615.054
127,510229,1168.62
128,510229,1213.878
129,510229,883.269
130,510229,900.763
131,510230,1087.377
132,510230,895.791
133,510231,1152.624
134,510231,851.496
135,510231,1045.157
136,510231,1143.783
137,510232,1602.631
138,510232,1214.738
139,510232,1103.97
140,510232,1032.931
141,510232,1044.418
142,510233,1122.163
143,510233,1083.271
144,510234,1048.483
145,510235,1495.312
146,510235,1145.869
147,510236,1352.589
148,510236,1120.24
149,510236,1141.833
150,510237,1129.766
151,510244,1104.996
152,510244,894.671
153,510245,1057.556
154,510245,1037.993
155,510245,1154.035
156,510245,1326.752
157,510248,1104.64
158,510248,1043.805
159,510249,1469.703
160,510249,1147.981
161,510249,979.083
162,510249,1044.333
163,510250,848.926
164,510250,1275.818
165,510250,1146.42
166,510250,878.015
167,510250,1103.562
168,510250,1063.426
169,510250,911.859
170,510250,1042.474
171,510250,1127.933
172,510250,1101.562
173,510250,1047.992
174,510250,1047.423
175,510250,1106.405
176,510250,862.286
177,510250,1211.81
178,510250,938.8
179,510250,1159.193
180,510250,907.458
181,510250,937.342
182,510250,1032.439
183,510250,1124.462
184,510250,1145.914
185,510251,844.627
186,510251,1030.507
187,510251,1144.571
188,510252,1354.937
189,510252,1204.173
190,510252,1015.206
191,510252,1132.11
192,510254,906.322
193,510254,1061.485
194,510255,1381.113
195,510255,956.607
196,510255,919.416
197,510255,1145.704
198,510257,1114.119
199,510258,1154.426
200,510258,1114.884
201,510258,1146.046
202,510259,1071.726
203,510260,918.941
204,510260,1050.432
205,510261,1293.888
206,510261,1096.602
207,510263,1179.042
208,510263,936.134
209,510265,1066.716
210,510265,1057.058
211,510266,1363.03
212,510266,1308.035
213,510266,933.107
214,510266,1039.655
215,510269,1412.663
216,510269,1022.804
217,510269,1102.789
218,510269,1116.292
219,510269,957.419
220,510269,1107.403
221,510269,925.379
222,510269,1136.855
223,510269,1128.23
224,510269,942.23
225,510269,867.053
226,510269,985.992
227,510270,1286.677
228,510270,1024.751
229,510274,864.115
230,510275,863.766
231,510275,1337.669
232,510275,1418.264
233,510275,922.255
234,510275,1352.048
235,510275,1283.02
236,510275,888.455
237,510275,1314.813
238,510275,1186.579
239,510275,1495.041
240,510275,1017.363
241,510275,1030.699
242,510275,968.336
243,510275,1036.133
244,510276,1091.883
245,510276,1215.537
246,510277,1288.305
247,510277,1105.906
248,510277,1150.046
249,510277,1405.723
250,510277,853.763
251,510277,913.611
252,510277,1105.521
253,510277,1134.793
254,510277,1037.777
255,510277,1050.893
256,510277,925.74
257,510278,936.304
258,510278,1062.048
259,510278,1039.73
260,510278,1146.24
261,510278,1105.316
262,510279,1138.534
263,510280,1130.961
264,510282,1815.535
265,510282,1038.06
266,510282,1214.669
267,510283,1095.355
268,510283,1214.274
269,510283,1071.412
270,510283,991.734
