Index,GHC,Measurement
1,508559,1.5
2,508559,1.56
3,508559,1.51
4,508559,1.54
5,508559,1.51
6,508559,1.53
7,508559,1.549
8,508559,1.52
9,508559,1.51
10,508559,1.54
11,508559,1.52
12,508559,1.51
13,508559,1.511
14,508559,1.51
15,508559,1.71
16,508559,1.5
17,508559,1.729
18,508559,1.51
19,508559,1.5
20,508559,1.5
21,508559,1.54
22,508559,1.55
23,508559,1.55
24,508561,1.51
25,508561,1.54
26,508561,1.52
27,508561,1.56
28,508561,1.68
29,508562,1.56
30,508562,1.51
31,508562,1.69
32,508562,1.5
33,508564,1.49
34,508564,1.52
35,508565,1.53
36,508565,1.539
37,508565,1.511
38,508565,1.53
39,508566,1.53
40,508566,1.51
41,508567,1.54
42,508581,1.54
43,508582,1.52
44,508582,1.501
45,508582,1.71
46,508582,1.51
47,508582,1.55
48,508582,1.52
49,508582,1.54
50,508582,1.51
51,508582,1.521
52,508582,1.54
53,508582,1.54
54,508582,1.51
55,508582,1.51
56,508582,1.54
57,508582,1.52
58,508582,1.55
59,508582,1.56
60,508582,1.54
61,508582,1.52
62,508582,1.509
63,508582,1.519
64,508582,1.51
65,508582,1.53
66,508582,1.569
67,508582,1.521
68,508582,1.5
69,508582,1.519
70,508582,1.52
71,508582,1.559
72,508582,1.51
73,508582,1.53
74,508583,1.53
75,508583,1.54
76,508583,1.54
77,508583,1.53
78,508583,1.54
79,508583,1.53
80,508583,1.5
81,508583,1.5
82,508583,1.55
83,508583,1.521
84,508584,1.56
85,508584,1.52
86,508584,1.51
87,508584,1.52
88,508584,1.54
89,508584,1.53
90,508584,1.56
91,508584,1.53
92,508584,1.53
93,508584,1.559
94,508584,1.54
95,508584,1.53
96,508584,1.53
97,508584,1.5
98,508584,1.5
99,508585,1.5
100,508585,1.56
101,508585,1.52
102,508585,1.521
103,508585,1.57
104,508585,1.56
105,508585,1.53
106,508585,1.56
107,508585,1.519
108,508585,1.5
109,508585,1.691
110,508585,1.52
111,508585,1.52
112,508586,1.55
113,508586,1.52
114,508586,1.55
115,508586,1.53
116,508586,1.559
117,508586,1.529
118,508586,1.54
119,508586,1.53
120,508589,1.55
121,508589,1.52
122,508590,1.51
123,508591,1.55
124,508596,1.54
125,508602,1.54
126,508604,1.551
127,508604,1.551
128,508604,1.519
129,508604,1.53
130,508604,1.49
131,508604,1.511
132,508604,1.519
133,508605,1.51
134,508605,1.51
135,508605,1.55
136,508605,1.55
137,508606,1.5
138,508606,1.52
139,508606,1.51
140,508606,1.53
141,508607,1.5
142,508607,1.54
143,508607,1.49
144,508608,1.51
145,508609,1.54
146,508609,1.5
147,508609,1.561
148,508609,1.51
149,508609,1.489
150,508609,1.5
151,508609,1.52
152,508609,1.56
153,508609,1.57
154,508609,1.5
155,508609,1.52
156,508609,1.55
157,508609,1.57
158,508609,1.54
159,508609,1.55
160,508610,1.55
161,508610,1.5
162,508612,1.53
163,508613,1.54
164,508613,1.54
165,508614,1.51
166,508614,1.5
167,508614,1.53
168,508614,1.56
169,508614,1.511
170,508614,1.54
171,508614,1.55
172,508614,1.54
173,508615,1.5
174,508615,1.55
175,508616,1.55
176,508616,1.521
177,508617,1.56
178,508617,1.53
179,508617,1.53
180,508617,1.54
181,508617,1.52
182,508617,1.54
183,508617,1.51
184,508618,1.51
185,508618,1.54
186,508618,1.56
187,508618,1.54
188,508618,1.51
189,508618,1.519
190,508618,1.58
191,508618,1.5
192,508618,1.52
193,508618,1.49
194,508618,1.55
195,508618,1.509
196,508618,1.53
197,508618,1.58
198,508623,1.5
199,508623,1.559
200,508623,1.52
201,508624,1.53
202,508624,1.501
203,508625,1.551
204,508625,1.529
205,508626,1.509
206,508626,1.56
207,508630,1.58
208,508630,1.58
209,508631,1.571
210,508631,1.56
211,508631,1.5
212,508631,1.55
213,508631,1.511
214,508631,1.53
215,508631,1.521
216,508631,1.52
217,508631,1.52
218,508631,1.52
219,508632,1.52
220,508632,1.519
221,508633,1.5
222,508633,1.54
223,508633,1.54
224,508633,1.56
225,508633,1.509
226,508633,1.52
227,508633,1.52
228,508633,1.52
229,508633,1.53
230,508635,1.53
231,508635,1.49
232,508635,1.52
233,508635,1.52
234,508635,1.55
235,508635,1.54
236,508636,1.54
237,508636,1.519
238,508636,1.54
239,508636,1.55
240,508636,1.511
241,508636,1.551
242,508637,1.56
243,508638,1.56
244,508638,1.53
245,508638,1.52
246,508638,1.53
247,508638,1.509
248,508638,1.51
249,508638,1.55
250,508638,1.55
251,508639,1.51
252,508640,1.5
253,508640,1.551
254,508640,1.54
255,508640,1.56
256,508640,1.52
257,508640,1.549
258,508640,1.529
259,508640,1.521
260,508640,1.521
261,508640,1.55
262,508641,1.55
263,508641,1.55
264,508641,1.559
265,508641,1.501
266,508641,1.52
267,508641,1.5
268,508641,1.54
269,508641,1.5
270,508641,1.519
271,508646,1.52
272,508646,1.55
273,508648,1.51
274,508648,1.5
275,508650,1.54
276,508650,1.53
277,508651,1.52
278,508652,1.53
279,508652,1.5
280,508652,1.54
281,508652,1.5
282,508652,1.69
283,508652,1.51
284,508652,1.51
285,508653,1.5
286,508654,1.52
287,508654,1.519
288,508654,1.52
289,508654,1.52
290,508655,1.5
291,508655,1.53
292,508657,1.541
293,508657,1.5
294,508657,1.53
295,508657,1.49
296,508658,1.55
297,508658,1.54
298,508659,1.74
299,508659,1.5
300,508659,1.571
301,508659,1.5
302,508659,1.54
303,508659,1.54
304,508660,1.53
305,508660,1.54
306,508661,1.51
307,508661,1.5
308,508661,1.57
309,508661,1.53
310,508663,1.5
311,508663,1.5
312,508663,1.52
313,508663,1.52
314,508664,1.52
315,508664,1.51
316,508664,1.55
317,508664,1.501
318,508664,1.51
319,508664,1.51
320,508665,1.5
321,508665,1.53
322,508669,1.54
323,508669,1.56
324,508670,1.559
325,508670,1.53
326,508671,1.51
327,508671,1.55
328,508671,1.531
329,508671,1.509
330,508671,1.54
331,508671,1.489
332,508674,1.53
333,508674,1.51
334,508682,1.71
335,508682,1.55
336,508682,1.52
337,508682,1.53
338,508682,1.49
339,508682,1.501
340,508682,1.53
341,508682,1.54
342,508682,1.58
343,508682,1.53
344,508682,1.57
345,508682,1.51
346,508683,1.5
347,508683,1.539
348,508684,1.54
349,508685,1.52
350,508685,1.54
351,508685,1.55
352,508687,1.58
353,508687,1.54
354,508687,1.52
355,508687,1.531
356,508687,1.56
357,508687,1.52
